code,num
C1072,742.1894033882786
C1128,1238.5183809523812
C1456,561.9971260822513
C1840,508.1574077380953
C1332,1084.743022186147
C1563,1636.053537698413
C1794,892.5678095238092
C1640,460.57847926093507
C1377,348.174043785463
C2072,272.2557042128445
C1472,469.8586170551885
C1006,362.6583548739272
C1083,415.2065416666665
C1311,286.8195178571427
C2676,317.47880357142867
C2318,309.2637202380952
C1603,382.22197619047614
C2523,338.2117652950336
C2177,167.44515115440117
C2411,657.0730952380952
C2033,203.58068650793655
C1604,505.2711018907563
C2535,527.946933392588
C1040,487.0191261866788
C2417,500.62824186597726
C1812,133.03377020202024
C2253,129.65528210678215
C1294,584.3058752587993
C1772,544.6478117667357
C2646,538.1857857142859
C1152,1048.4382619047612
C2423,146.72807341269842
C1844,364.0834821428572
C1318,258.84852599714037
C1729,90.31027579365083
C1602,286.64142361111107
C1239,394.5808685936824
C1721,622.712761904762
C1902,831.3523611111112
C1855,293.3414989091791
C2600,442.6453551137411
C1071,492.0815406162465
C2295,378.68000646657254
C1621,530.4534228753706
C1852,833.4324449439449
C2555,1121.434178571429
C1297,415.2230704638495
C2323,604.0862059839952
C2215,377.3266105935129
C2112,352.1497857142859
C1830,807.9844258241762
C2602,293.5584346768251
C2608,1091.4839289321785
C1215,685.9697049755799
C2369,653.6276746031746
C1158,275.9224134199134
C1887,623.363784523146
C1189,288.92879752029023
C1637,455.7081499138115
C1225,138.95925793650798
C2374,366.7870005794684
C2397,572.6240762497308
C1105,920.3356055194803
C1782,474.47106337535007
C1629,133.995251984127
C1708,282.2378089630779
C2144,507.8353590510367
C1617,967.1801309523809
C1149,560.5326133540373
C1323,460.7511461871033
C1064,669.5121984126984
C1019,295.029064915459
C2269,594.2777277119017
C1416,813.8534032772785
C1250,881.9876650432905
C1741,446.8356130952382
C1016,744.010541925466
C2675,954.5567997835502
C2436,740.6101825396825
C2039,783.044203102453
C1253,687.5249475108227
C2028,1114.4619603174604
C1166,287.2148876657183
C1135,280.9189641869568
C1216,320.5298088900479
C1593,234.71348511904762
C1826,235.4928933982684
C1827,373.3768648753209
C1564,286.23936393506676
C1495,936.968857142857
C2653,875.0239642857148
C1392,546.4370249060149
C2128,334.0211767230662
C1282,519.1406252848029
C1521,986.1743690476185
C2076,946.9277083333328
C1060,630.4084384920636
C2473,1015.5864047619045
C2557,858.0886924603171
C1835,737.2266904761906
C2224,900.4641845238094
C2222,360.92208741830075
C2430,796.4230873015877
C2497,674.4025119047619
C1494,1052.604831349206
C1457,608.346238095238
C1525,1118.8651428571432
C1712,559.0078048340544
C2267,864.4423809523811
C1623,277.7961002029018
C2131,574.4587131544926
C2691,1115.6713273809519
C1147,846.5289603174606
C1692,935.5323988095238
C1570,773.3472380952383
C1474,123.37596230158732
C1633,159.8895773809524
C2113,580.0866607142855
C2175,916.5157261904762
C2303,1385.040241341991
C2547,591.9113673222913
C2292,776.5489166666667
C1496,699.3390019841272
C1289,397.51797547065075
C1849,694.3617162698413
C1003,297.66471428571424
C2268,510.39430158730136
C2551,662.1717048944415
C2688,91.5004146825397
C1030,43.851964285714274
C1327,92.65900992063493
C2451,587.4995
C1749,536.9000386721403
C1349,299.22513405059004
C2043,280.0047306443557
C1229,284.02412350149854
C2363,422.09134505772005
C1414,466.9385799755801
C2174,493.6610496031744
C2091,115.74500595238096
C2335,655.9338730158732
C1841,71.72726587301588
C2404,115.13065476190476
C1683,243.9048077420768
C1038,327.1937559523811
C2456,247.87386383182044
C1266,501.83077976190486
C2152,42.15723214285714
C1267,440.2017361111111
C2189,254.86879746681302
