code,num
C1072,777.4234598048558
C1128,1209.7388103691908
C1456,529.815463026004
C1840,499.8499027296322
C1332,1211.5685657987156
C1563,1708.0981572111527
C1794,836.6563822177175
C1640,486.6306449224393
C1377,337.2616414044504
C2072,288.63868580706264
C1472,473.0714139313585
C1006,210.53682996530105
C1083,455.03242332417693
C1311,219.42581072101956
C2676,266.2192983330689
C2318,245.86770230683516
C1603,395.6787182977717
C2523,346.19625536777215
C2177,133.56228570787727
C2411,658.4488741069202
C2033,221.40539775354992
C1604,481.5874098062221
C2535,567.0808532231601
C1040,462.33300210856453
C2417,409.6496502845889
C1812,156.5234273306335
C2253,115.8444822347928
C1294,661.4707040246547
C1772,485.86130806682723
C2646,574.8298585074896
C1152,936.1041852532423
C2423,215.43850096397074
C1844,424.8510819221842
C1318,145.55521876291243
C1729,164.37134068210753
C1602,270.35834085506565
C1239,302.0253891434253
C1721,631.8703638140829
C1902,793.7110375240584
C1855,299.6878357109405
C2600,386.10317877008794
C1071,504.9332108193912
C2295,478.4739609159421
C1621,592.5319644325303
C1852,810.3498783636821
C2555,1191.3138535889236
C1297,456.35509268568546
C2323,627.1244182949329
C2215,373.5722980564234
C2112,338.30271758016005
C1830,763.683824348584
C2602,288.2015423775407
C2608,1191.9375871977988
C1215,724.1591857674854
C2369,643.8257832384758
C1158,284.65029328112246
C1887,563.664865222143
C1189,251.3504851705398
C1637,424.95372381096877
C1225,231.78752246392378
C2374,349.8305850088574
C2397,636.7857111416735
C1105,1017.3074833046703
C1782,464.1131909384467
C1629,261.69591662476876
C1708,242.97634930706568
C2144,566.6177798853552
C1617,1031.8893579371995
C1149,551.1612859217115
C1323,378.1583508768562
C1064,672.4126766811357
C1019,260.8946148606372
C2269,635.8647936128589
C1416,827.5377709051994
C1250,931.2767059224523
C1741,487.10279892317493
C1016,689.7752778176143
C2675,928.4201205659026
C2436,722.5217189057672
C2039,830.9459166614615
C1253,721.4504112035205
C2028,1224.6924759368883
C1166,358.8218317387221
C1135,258.63078953413805
C1216,306.34115505949285
C1593,120.87004951041709
C1826,253.33818184243827
C1827,395.23362982662127
C1564,264.9262605271423
C1495,964.5357352488707
C2653,946.1481551683213
C1392,645.1421678285849
C2128,339.0985790652209
C1282,522.4323271016292
C1521,955.5140868315378
C2076,936.40765086524
C1060,609.6594539129513
C2473,945.921626443033
C2557,832.7445756623454
C1835,815.0487497204088
C2224,828.7200007693303
C2222,366.3945527007189
C2430,846.3402308852558
C2497,804.2831780804461
C1494,1055.6530705054536
C1457,553.9404014011853
C1525,1196.2864393233085
C1712,603.9926128275977
C2267,893.0477689537153
C1623,311.85744583110204
C2131,562.6285319165975
C2691,1166.7386090845841
C1147,866.1949131137947
C1692,917.5783977279837
C1570,693.3690950779313
C1474,98.9755408788282
C1633,223.75990900268692
C2113,524.0127917663349
C2175,914.346981563485
C2303,1436.3867849503708
C2547,587.3901416999686
C2292,715.3213416599524
C1496,759.8919191694649
C1289,344.702884359578
C1849,685.2810431649598
C1003,237.68097769514534
C2268,374.77694288082796
C2551,602.7527592651643
C2688,97.85733170909842
C1030,77.7185233587447
C1327,96.31246495552907
C2451,558.1386496030457
C1749,518.0508952512442
C1349,262.567053107722
C2043,213.8953368374936
C1229,255.7272817624389
C2363,453.09357954848235
C1414,468.5853045502812
C2174,461.0063346853123
C2091,134.29154175225722
C2335,470.9418433626689
C1841,90.3410168398992
C2404,116.55208394159915
C1683,148.70465447999413
C1038,318.75610526577924
C2456,228.86458198743804
C1266,449.8044026744411
C2152,20.509306353419753
C1267,403.260135038816
C2189,174.97701807568396
