code,num
C1072,737.3672822646682
C1128,1237.6972139428854
C1456,510.6840068440224
C1840,499.10840282614754
C1332,1135.0481477423596
C1563,1827.6994916757467
C1794,836.7774564611366
C1640,495.316096101521
C1377,362.5071321823644
C2072,268.87532479607535
C1472,417.20593876264684
C1006,260.62905131195623
C1083,436.1964651001481
C1311,229.2699891400231
C2676,403.5960503927411
C2318,211.33241820774379
C1603,443.2835287808274
C2523,309.9359042829022
C2177,99.39127472770903
C2411,684.3104086538203
C2033,232.7824283304579
C1604,478.0926893757327
C2535,542.8231300063173
C1040,421.36615327965546
C2417,445.33589711877147
C1812,174.7295075560084
C2253,172.24694396858027
C1294,612.7215435329595
C1772,520.9633155544583
C2646,542.1248973160834
C1152,918.5332284626041
C2423,174.15936752388077
C1844,420.3907239627294
C1318,156.36494854463103
C1729,114.80684953838495
C1602,307.25238524914084
C1239,376.6618250066815
C1721,611.8043696759169
C1902,804.0833404849609
C1855,341.9063707558862
C2600,421.7022076201847
C1071,531.5653800134
C2295,442.81149514839444
C1621,579.2736809278917
C1852,848.9226956453124
C2555,1168.7548434583725
C1297,453.371621065161
C2323,589.403165592683
C2215,370.90745604168274
C2112,372.8280681377872
C1830,846.9087669134176
C2602,259.157243140451
C2608,1062.769305532811
C1215,557.5310267328181
C2369,609.1069009232815
C1158,294.09523767255826
C1887,634.2545498128649
C1189,302.8468273918681
C1637,461.0853433297558
C1225,226.74773232690072
C2374,310.4119850509234
C2397,629.5825987561676
C1105,932.9206111210509
C1782,473.95310915041335
C1629,213.24220758427478
C1708,243.022817228267
C2144,527.8917970907303
C1617,1004.3538354998229
C1149,566.504731398753
C1323,436.9929328758468
C1064,683.6451345312166
C1019,237.95069922003353
C2269,609.8916514051225
C1416,828.4881616974797
C1250,941.6995551101209
C1741,478.24961155596776
C1016,650.1513573790102
C2675,974.7392042488964
C2436,732.9059767757713
C2039,866.3036656831049
C1253,781.839398745236
C2028,1231.2193231466676
C1166,354.7943572097555
C1135,271.17347240824773
C1216,274.0910530250294
C1593,207.457432433693
C1826,233.55621509393694
C1827,388.5048637268403
C1564,282.30147243262917
C1495,929.2666029412161
C2653,914.2202515026732
C1392,613.9837252030586
C2128,293.5365466920549
C1282,541.5596728357209
C1521,1003.5595031474986
C2076,941.3158006380647
C1060,641.9594863601556
C2473,1104.6647604803306
C2557,712.2385493181995
C1835,766.9175812852901
C2224,766.9205546388641
C2222,398.4720040247841
C2430,863.5544830862964
C2497,767.608496198429
C1494,1133.1959030911573
C1457,592.92267854686
C1525,1204.8874934317166
C1712,583.442340844896
C2267,956.9958983702518
C1623,301.3021571474772
C2131,637.3426771958867
C2691,1254.7628938392918
C1147,877.7928900381518
C1692,1035.3930383782147
C1570,747.596635478676
C1474,125.99007186386976
C1633,149.23634568964272
C2113,560.763904749523
C2175,946.6512081401319
C2303,1561.9832022331716
C2547,548.1000546871238
C2292,747.3281999885614
C1496,826.6848734101283
C1289,380.8057451667663
C1849,727.0343852961862
C1003,177.30401394528138
C2268,351.94466906555823
C2551,531.2737537535388
C2688,30.71937422278388
C1030,95.31124488627837
C1327,47.62329530077054
C2451,605.5542556820815
C1749,507.3359085537028
C1349,238.38554590012092
C2043,200.24755098788302
C1229,203.3153785958171
C2363,468.55127402260143
C1414,462.4383319801135
C2174,361.99128838743013
C2091,113.35051479827625
C2335,425.3842343563838
C1841,92.41611977324138
C2404,97.38936160219232
C1683,197.8868720053823
C1038,318.2143934613459
C2456,215.5480729455478
C1266,430.6834465404022
C2152,53.219683502172884
C1267,348.3883744313697
C2189,63.07179571466812
